show_id,type,title,release_year,rating,duration,listed_in, description 
70302184,Movie,From One Second to the Next,2013,NR,35 min,Documentaries, Werner Herzog chronicles the devastating consequences of texting and driving. The film examines how lives can be forever altered by a trivial text. 
81060043,Movie,Antidote,2018,TV-14,90 min,Action & Adventure, A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch. 
81024557,Movie,Thriller,2018,TV-MA,87 min,Horror Movies, When a prank goes wrong  a shy kid from Compton is sent away for murder. Four years later  he’s back and out for revenge on homecoming weekend. 
70124562,Movie,Nowhere Boy,2009,R,99 min,Dramas, Raised by his aunt since he was a young boy  charismatic John Lennon is suddenly reunited with his mother  Julia  which ignites a bitter battle. 
80156683,Movie,Arctic Heart,2016,TV-14,81 min,Dramas, Madly in love with a brilliant scientist studying an immunizing protein produced by penguins  a timid med student offers her body to his research. 
80141185,Movie,Our Lovers,2016,TV-MA,92 min,Comedies, A love-challenged man and a woman he meets at a bookshop bar begin dating  but only at the shop – and without knowing anything about each other. 
80126569,Movie,Sandy Wexler,2017,TV-14,131 min,Comedies, When a hapless but dedicated talent manager signs his first client who actually has talent  his career finally starts to take off. 
80171982,Movie,The Chosen,2016,TV-14,111 min,Dramas, In 1937  Spanish revolutionary Ramón trains as a Soviet spy  impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico. 
80035467,Movie,The Seven Five,2014,R,104 min,Documentaries, This riveting film examines the case of Mike Dowd  a corrupt Brooklyn cop who became dirtier than the drug dealers he was supposed to be policing. 
80156856,Movie,We Are Family,2016,TV-MA,99 min,Comedies, Fed up with being shuffled around  a boy from a big blended family decides that the kids should live in one house and the parents take turns visiting. 
81041391,Movie,A Land Imagined,2019,TV-MA,95 min,Dramas, A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game. 
81018120,Movie,Who Would You Take to a Deserted Island?,2019,TV-MA,94 min,Dramas, On their last night together  four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration. 
80152625,Movie,Come Sunday,2018,TV-14,105 min,Dramas, A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear. 
80175421,Movie,I Am not an Easy Man,2018,TV-MA,99 min,Comedies, A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author. 
80108518,Movie,Azhar,2016,TV-PG,129 min,Dramas, This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin  who led India's national team in the 1990s. 
80172002,Movie,Band Aid,2017,R,94 min,Comedies, A young married couple tries to save their disintegrating relationship by turning their fights into songs  with the help of an oddball neighbor. 
81019144,Movie,Buffalo Boys,2018,TV-MA,103 min,Action & Adventure, Two Indonesian brothers learn the ways of the American cowboy before returning home to avenge the murder of their father. 
81043540,Movie,Dabbe 5: Zehr-i Cin,2014,TV-MA,133 min,Horror Movies, When Dilek becomes haunted by evil spirits and loses control of her body  she seeks the help of a woman with dark secrets to cure her. 
81043541,Movie,Dabbe: The Possession,2013,TV-MA,135 min,Horror Movies, Ahead of her wedding  Kübra is possessed by demons. When an examination reveals more horror  her friend  a psychiatrist  tries to perform an exorcism. 
81041272,Movie,Francesco De Carlo: Cose di Questo Mondo,2019,TV-MA,61 min,Stand-Up Comedy, Taking the stage in Milan  Francesco De Carlo opens up about his bad habits  religion  politics and what he's learned from traveling the world. 
80170483,Movie,Horror Story,2013,TV-MA,85 min,Horror Movies, On a dare  seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare. 
81019888,Movie,The Perfect Date,2019,TV-14,91 min,Comedies, To earn money for college  a high schooler launches an app offering his services as a fake date. But when real feelings emerge  things get complicated. 
80133153,Movie,Pickpockets,2017,TV-MA,108 min,Dramas, Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception. 
80149145,Movie,Macho,2016,TV-MA,101 min,Comedies, A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is. 
80164207,Movie,Radical: the Controversial Saga of Dada Figueiredo,2013,TV-MA,71 min,Documentaries, This film chronicles the career of surfer Dadá Figueiredo  whose stormy personal life upended his status as a trendsetting '70s sports hero. 
80106743,Movie,Kevin Hart: What Now?,2016,R,96 min,Stand-Up Comedy, Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife  jean shorts and the fine art of getting even with a 7-year-old. 
81087095,Movie,#Roxy,2018,TV-14,105 min,Comedies, A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with. 
81026007,Movie,Liss Pereira: Reteniendo líquidos,2019,TV-14,59 min,Stand-Up Comedy, A pregnant Liss Pereira shares hilariously uncomfortable truths about sex  love  attraction and the lies we tell in modern relationships. 
81021447,Movie,The Silence,2019,TV-14,91 min,Horror Movies, With the world under attack by deadly creatures who hunt by sound  a teen and her family seek refuge outside the city and encounter a mysterious cult. 
80158875,Movie,Greg Davies: You Magnificent Beast,2018,TV-MA,66 min,Stand-Up Comedy, British comedian Greg Davies revisits terrifying dates  manscaping disasters  his father's pranks and more in a savagely funny stand-up special. 
80142474,Movie,Frat Star,2017,TV-MA,85 min,Comedies, A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed. 
81086434,Movie,706,2019,TV-14,118 min,Horror Movies, When a doctor goes missing  his psychiatrist wife treats the bizarre medical condition of a psychic patient  who knows much more than he's leading on. 
81083791,Movie,Across The Line,2015,TV-MA,88 min,Dramas, A black high school student sets his sights for the National Hockey League  but rising racial tensions in his community may jeopardize his goals. 
81088282,Movie,American Masters: Ted Williams,2018,TV-MA,55 min,Documentaries, Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family  teammates  the press and even the fans. 
70167072,Movie,Arthur,2011,PG-13,110 min,Comedies, Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance. 
70058016,Movie,Fracture,2007,R,113 min,Dramas, Ted Crawford  who allegedly attempted to murder his wife  is now locked in a battle of wits with a young assistant district attorney. 
70077557,Movie,Get Smart,2008,PG-13,110 min,Action & Adventure, When the identities of secret agents are compromised  hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group. 
80233085,Movie,Hedgehogs,2016,PG,94 min,Children & Family Movies, When a hedgehog suffering from memory loss forgets his identity  he ends up on a big city journey with a pigeon to save his habitat from a human threat. 
80210602,Movie,I Am Maris,2018,TV-14,54 min,Documentaries, Through her own words and art  a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance. 
81088283,Movie,Jesus: Countdown to Calvary,2018,TV-14,53 min,Documentaries, Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society. 
80141156,Movie,Love O2O,2016,TV-14,103 min,International Movies, A college stud tries to level up his relationship with a computer science major after becoming attracted to her skills in an online role-playing game. 
70077546,Movie,P.S. I Love You,2007,PG-13,126 min,Dramas, When she loses her beloved husband to a brain tumor  grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope. 
70063591,Movie,Penelope,2006,PG,89 min,Children & Family Movies, In this modern fairy tale  a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene. 
81052280,Movie,Pinky Memsaab,2018,TV-14,124 min,Dramas, When a guileless young woman becomes the domestic worker in a wealthy Dubai household  her bond with her posh employer changes both of their lives. 
70110558,Movie,Sherlock Holmes,2009,PG-13,128 min,Action & Adventure, Robert Downey Jr. stars as the legendary sleuth Sherlock Holmes in this Guy Ritchie-helmed reinvention of Sir Arthur Conan Doyle's detective series. 
60020916,Movie,Spy Kids,2001,PG,88 min,Children & Family Movies, The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion. 
60029178,Movie,Spy Kids 3: Game Over,2003,PG,83 min,Children & Family Movies, Carmen gets caught in a virtual reality game designed by the kids' new nemesis  the Toymaker  and it's up to Juni to save her by beating the game. 
80103336,Movie,The Bye Bye Man,2017,PG-13,96 min,Horror Movies, Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man. 
80207445,Movie,The Legend of Michael Mishra,2016,TV-PG,118 min,Comedies, After a life of crime  a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves. 
80209751,Movie,The Trap,2017,TV-MA,91 min,Comedies, A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe. 
80063773,Movie,The Trust,2015,R,91 min,Thrillers, Discovering the location of a vault where a drug ring keeps its riches  two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it. 
81088284,Movie,The World's Most Wanted Animal,2018,TV-PG,53 min,Documentaries, A conservationist shares her emotional journey in helping save rare  scaly mammals that have been illegally trafficked and now face extinction. 
70061480,Movie,War,2007,R,103 min,Action & Adventure, When his partner is killed and all clues point to a notorious assassin  FBI agent Jack Crawford sets out for revenge in this taut action-thriller. 
80987611,Movie,A Billion Colour Story,2016,TV-PG,104 min,Dramas, The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain. 
